,Sentence,Word,POS,IOB Tag
23946,sentence 521,any,DT,B-NP
23947,sentence 521,truck,NN,I-NP
23948,sentence 521,operator,NN,I-NP
23949,sentence 521,receiving,VB,B-VP
23950,sentence 521,compensation,NN,O
23951,sentence 521,under,IN,O
23952,sentence 521,the,DT,B-NP
23953,sentence 521,provision,NN,I-NP
23954,sentence 521,of,IN,O
23955,sentence 521,alternative,JJ,B-NP
23956,sentence 521,pay,NN,I-NP
23957,sentence 521,grade,NN,I-NP
23958,sentence 521,of,IN,O
23959,sentence 521,laac,NN,B-NP
23960,sentence 521,section,NN,I-NP
23961,sentence 521,4.61,CD,O
23962,sentence 521,non-pensionable,JJ,B-NP
23963,sentence 521,d-2,NN,I-NP
23964,sentence 521,whenever,WRB,O
23965,sentence 521,an,DT,B-NP
23966,sentence 521,employee,NN,I-NP
23967,sentence 521,is,VB,B-VP
23968,sentence 521,regularly,RB,O
23969,sentence 521,assigned,VB,B-VP
23970,sentence 521,to,TO,I-VP
23971,sentence 521,do,VB,I-VP
23972,sentence 521,maintenance,NN,B-NP
23973,sentence 521,work,NN,I-NP
23974,sentence 521,on,IN,O
23975,sentence 521,golf,NN,B-NP
23976,sentence 521,course,NN,I-NP
23977,sentence 521,or,CC,O
23978,sentence 521,driving,VB,B-VP
23979,sentence 521,range,NN,O
23980,sentence 521,while,IN,O
23981,sentence 521,those,DT,B-NP
23982,sentence 521,facility,NN,I-NP
23983,sentence 521,are,VB,B-VP
23984,sentence 521,being,VB,I-VP
23985,sentence 521,used,VB,I-VP
23986,sentence 521,by,IN,I-VP
23987,sentence 521,the,DT,B-NP
23988,sentence 521,public,NN,I-NP
23989,sentence 521,such,JJ,B-NP
23990,sentence 521,employee,NN,I-NP
23991,sentence 521,shall,MD,B-VP
23992,sentence 521,receive,VB,I-VP
23993,sentence 521,in,IN,I-VP
23994,sentence 521,addition,NN,O
23995,sentence 521,to,TO,O
23996,sentence 521,his/her,PRP$,O
23997,sentence 521,regular,JJ,O
23998,sentence 521,and,CC,O
23999,sentence 521,premium,JJ,B-NP
24000,sentence 521,compensation,NN,I-NP
24001,sentence 521,one,CD,O
24002,sentence 521,dollar,NN,O
24003,sentence 521,and,CC,O
24004,sentence 521,sixty,CD,O
24005,sentence 521,cent,NN,O
24006,sentence 521,$,$,B-NUM
24007,sentence 521,1.6,CD,I-NUM
24008,sentence 521,per,IN,I-NUM
24009,sentence 521,work,NN,B-NP
24010,sentence 521,shift,NN,I-NP
24011,sentence 521,or,CC,O
24012,sentence 521,sixteen,CD,O
24013,sentence 521,dollar,NN,O
24014,sentence 521,$,$,B-NUM
24015,sentence 521,16,CD,I-NUM
24016,sentence 521,biweekly,JJ,O
24017,sentence 521,while,IN,O
24018,sentence 521,so,RB,O
24019,sentence 521,assigned,JJ,O
24020,sentence 521,pensionable,JJ,O
24021,sentence 521,when,WRB,O
24022,sentence 521,regularly,RB,O
24023,sentence 521,assigned,VB,B-VP
24024,sentence 521,non-pensionable,JJ,I-VP
24025,sentence 521,when,WRB,O
24026,sentence 521,assigned,VB,B-VP
24027,sentence 521,on,IN,I-VP
24028,sentence 521,daily,JJ,B-NP
24029,sentence 521,basis,NN,I-NP
24030,sentence 521,d-3,NN,I-NP
24031,sentence 521,employees,NN,I-NP
24032,sentence 521,assigned,VB,B-VP
24033,sentence 521,to,TO,I-VP
24034,sentence 521,work,VB,I-VP
24035,sentence 521,in,IN,O
24036,sentence 521,the,DT,B-NP
24037,sentence 521,park,NN,I-NP
24038,sentence 521,restroom,NN,I-NP
24039,sentence 521,enhancement,NN,I-NP
24040,sentence 521,program,NN,I-NP
24041,sentence 521,prep,NN,I-NP
24042,sentence 521,who,WP,O
24043,sentence 521,work,VB,B-VP
24044,sentence 521,minimum,JJ,I-VP
24045,sentence 521,four,CD,O
24046,sentence 521,hour,NN,B-NP
24047,sentence 521,workday,NN,I-NP
24048,sentence 521,shall,MD,B-VP
24049,sentence 521,receive,VB,I-VP
24050,sentence 521,in,IN,I-VP
24051,sentence 521,addition,NN,O
24052,sentence 521,to,TO,O
24053,sentence 521,all,DT,O
24054,sentence 521,other,JJ,O
24055,sentence 521,regular,JJ,O
24056,sentence 521,and,CC,O
24057,sentence 521,premium,JJ,B-NP
24058,sentence 521,compensation,NN,I-NP
24059,sentence 521,salary,NN,I-NP
24060,sentence 521,at,IN,O
24061,sentence 521,two,CD,O
24062,sentence 521,premium,JJ,B-NP
24063,sentence 521,level,NN,I-NP
24064,sentence 521,above,IN,O
24065,sentence 521,the,DT,B-NP
24066,sentence 521,appropriate,JJ,I-NP
24067,sentence 521,step,NN,I-NP
24068,sentence 521,on,IN,O
24069,sentence 521,the,DT,B-NP
24070,sentence 521,salary,NN,I-NP
24071,sentence 521,range,NN,I-NP
24072,sentence 521,prescribed,VB,B-VP
24073,sentence 521,for,IN,I-VP
24074,sentence 521,their,PRP$,B-NP
24075,sentence 521,class,NN,I-NP
24076,sentence 522,this,DT,B-NP
24077,sentence 522,bonus,NN,I-NP
24078,sentence 522,may,MD,B-VP
24079,sentence 522,be,VB,I-VP
24080,sentence 522,paid,VB,I-VP
24081,sentence 522,on,IN,I-VP
24082,sentence 522,daily,JJ,B-NP
24083,sentence 522,basis,NN,I-NP
24084,sentence 522,non-pensionable,JJ,B-NP
24085,sentence 522,d-4,NN,I-NP
24086,sentence 522,employees,NN,I-NP
24087,sentence 522,in,IN,O
24088,sentence 522,tree,JJ,B-NP
24089,sentence 522,crews,NN,I-NP
24090,sentence 522,in,IN,O
24091,sentence 522,the,DT,B-NP
24092,sentence 522,forestry,NN,I-NP
24093,sentence 522,division,NN,I-NP
24094,sentence 522,of,IN,O
24095,sentence 522,the,DT,B-NP
24096,sentence 522,department,NN,I-NP
24097,sentence 522,of,IN,O
24098,sentence 522,recreation,NN,O
24099,sentence 522,and,CC,O
24100,sentence 522,parks,NN,O
24101,sentence 522,who,WP,O
24102,sentence 522,are,VB,B-VP
24103,sentence 522,required,VB,I-VP
24104,sentence 522,to,TO,I-VP
24105,sentence 522,operate,VB,I-VP
24106,sentence 522,the,DT,B-NP
24107,sentence 522,brush,NN,I-NP
24108,sentence 522,chipper,NN,I-NP
24109,sentence 522,or,CC,O
24110,sentence 522,act,VB,B-VP
24111,sentence 522,the,DT,B-NP
24112,sentence 522,groundperson,NN,I-NP
24113,sentence 522,and,CC,O
24114,sentence 522,are,VB,B-VP
24115,sentence 522,required,VB,I-VP
24116,sentence 522,to,TO,I-VP
24117,sentence 522,be,VB,I-VP
24118,sentence 522,in,IN,O
24119,sentence 522,close,JJ,B-NP
24120,sentence 522,proximity,NN,I-NP
24121,sentence 522,to,TO,O
24122,sentence 522,the,DT,B-NP
24123,sentence 522,brush,NN,I-NP
24124,sentence 522,chipper,VB,B-VP
24125,sentence 522,more,RB,O
24126,sentence 522,than,IN,O
24127,sentence 522,fifty,CD,O
24128,sentence 522,percent,NN,O
24129,sentence 522,50,CD,B-NUM
24130,sentence 522,%,%,I-NUM
24131,sentence 522,of,IN,I-NUM
24132,sentence 522,work,NN,B-NP
24133,sentence 522,day,NN,I-NP
24134,sentence 522,shall,MD,B-VP
24135,sentence 522,receive,VB,I-VP
24136,sentence 522,for,IN,I-VP
24137,sentence 522,each,DT,B-NP
24138,sentence 522,day,NN,I-NP
24139,sentence 522,so,RB,O
24140,sentence 522,assigned,VB,B-VP
24141,sentence 522,one,CD,O
24142,sentence 522,premium,NN,B-NP
24143,sentence 522,level,NN,I-NP
24144,sentence 522,bonus,NN,I-NP
24145,sentence 522,non-pensionable,JJ,B-NP
24146,sentence 522,los,NN,I-NP
24147,sentence 522,angeles,NN,I-NP
24148,sentence 522,zoo,NN,I-NP
24149,sentence 522,the,DT,B-NP
24150,sentence 522,following,JJ,I-NP
24151,sentence 522,note,NN,I-NP
24152,sentence 522,shall,MD,B-VP
24153,sentence 522,apply,VB,I-VP
24154,sentence 522,to,TO,I-VP
24155,sentence 522,employee,NN,O
24156,sentence 522,in,IN,O
24157,sentence 522,the,DT,B-NP
24158,sentence 522,los,NN,I-NP
24159,sentence 522,angeles,NN,I-NP
24160,sentence 522,zoo,NN,I-NP
24161,sentence 522,only,RB,B-NP
24162,sentence 522,e-4,NN,I-NP
24163,sentence 522,employees,NN,I-NP
24164,sentence 522,in,IN,O
24165,sentence 522,the,DT,B-NP
24166,sentence 522,classification,NN,I-NP
24167,sentence 522,of,IN,O
24168,sentence 522,truck,NN,B-NP
24169,sentence 522,operator,NN,I-NP
24170,sentence 522,code,NN,I-NP
24171,sentence 522,3583,CD,O
24172,sentence 522,or,CC,O
24173,sentence 522,light,JJ,B-NP
24174,sentence 522,equipment,NN,I-NP
24175,sentence 522,operator,NN,I-NP
24176,sentence 522,code,NN,I-NP
24177,sentence 522,3523,CD,O
24178,sentence 522,in,IN,O
24179,sentence 522,the,DT,B-NP
24180,sentence 522,los,NN,I-NP
24181,sentence 522,angeles,NN,I-NP
24182,sentence 522,zoo,NN,I-NP
24183,sentence 522,when,WRB,O
24184,sentence 522,regularly,RB,O
24185,sentence 522,assigned,VB,B-VP
24186,sentence 522,to,TO,I-VP
24187,sentence 522,collect,VB,I-VP
24188,sentence 522,public,JJ,O
24189,sentence 522,and,CC,O
24190,sentence 522,animal,NN,O
24191,sentence 522,generated,VB,B-VP
24192,sentence 522,refuse,NN,O
24193,sentence 522,at,IN,O
24194,sentence 522,the,DT,B-NP
24195,sentence 522,zoo,NN,I-NP
24196,sentence 522,or,CC,O
24197,sentence 522,when,WRB,O
24198,sentence 522,assigned,VB,B-VP
24199,sentence 522,such,JJ,B-NP
24200,sentence 522,duty,NN,I-NP
24201,sentence 522,more,RB,O
24202,sentence 522,than,IN,O
24203,sentence 522,fifty,CD,O
24204,sentence 522,percent,NN,O
24205,sentence 522,50,CD,B-NUM
24206,sentence 522,%,%,I-NUM
24207,sentence 522,of,IN,I-NUM
24208,sentence 522,work,NN,B-NP
24209,sentence 522,shift,NN,I-NP
24210,sentence 522,shall,MD,B-VP
24211,sentence 522,receive,VB,I-VP
24212,sentence 522,in,IN,I-VP
24213,sentence 522,addition,NN,O
24214,sentence 522,to,TO,O
24215,sentence 522,all,DT,O
24216,sentence 522,other,JJ,O
24217,sentence 522,regular,JJ,O
24218,sentence 522,and,CC,O
24219,sentence 522,premium,JJ,B-NP
24220,sentence 522,compensation,NN,I-NP
24221,sentence 522,three,CD,O
24222,sentence 522,premium,JJ,B-NP
24223,sentence 522,level,NN,I-NP
24224,sentence 522,above,IN,O
24225,sentence 522,the,DT,B-NP
24226,sentence 522,appropriate,JJ,I-NP
24227,sentence 522,step,NN,I-NP
24228,sentence 522,rate,NN,I-NP
24229,sentence 522,on,IN,O
24230,sentence 522,the,DT,B-NP
24231,sentence 522,salary,NN,I-NP
24232,sentence 522,range,NN,I-NP
24233,sentence 522,for,IN,O
24234,sentence 522,the,DT,B-NP
24235,sentence 522,class,NN,I-NP
24236,sentence 522,pensionable,JJ,O
24237,sentence 522,when,WRB,O
24238,sentence 522,regularly,RB,O
24239,sentence 522,assigned,VB,B-VP
24240,sentence 522,non-pensionable,JJ,I-VP
24241,sentence 522,when,WRB,O
24242,sentence 522,assigned,VB,B-VP
24243,sentence 522,on,IN,I-VP
24244,sentence 522,daily,JJ,B-NP
24245,sentence 522,basis,NN,I-NP
24246,sentence 522,public,JJ,O
24247,sentence 522,works,VB,B-VP
24248,sentence 522,department,NN,O
24249,sentence 522,the,DT,B-NP
24250,sentence 522,following,JJ,I-NP
24251,sentence 522,note,NN,I-NP
24252,sentence 522,shall,MD,B-VP
24253,sentence 522,apply,VB,I-VP
24254,sentence 522,to,TO,I-VP
24255,sentence 522,employee,NN,O
24256,sentence 522,in,IN,O
24257,sentence 522,the,DT,B-NP
24258,sentence 522,department,NN,I-NP
24259,sentence 522,of,IN,O
24260,sentence 522,public,JJ,O
24261,sentence 522,works,VB,B-VP
24262,sentence 522,only,RB,B-NP
24263,sentence 522,f-1,NN,I-NP
24264,sentence 522,employees,NN,I-NP
24265,sentence 522,in,IN,O
24266,sentence 522,the,DT,B-NP
24267,sentence 522,classification,NN,I-NP
24268,sentence 522,of,IN,O
24269,sentence 522,gardener,NN,B-NP
24270,sentence 522,caretaker,NN,I-NP
24271,sentence 522,and,CC,O
24272,sentence 522,senior,JJ,B-NP
24273,sentence 522,gardener,NN,I-NP
24274,sentence 522,who,WP,O
24275,sentence 522,are,VB,B-VP
24276,sentence 522,regularly,RB,O
24277,sentence 522,assigned,VB,B-VP
24278,sentence 522,to,TO,I-VP
24279,sentence 522,maintenance,VB,I-VP
24280,sentence 522,activity,NN,O
24281,sentence 522,in,IN,O
24282,sentence 522,an,DT,O
24283,sentence 522,active,JJ,O
24284,sentence 522,or,CC,O
24285,sentence 522,inactive,JJ,B-NP
24286,sentence 522,landfill,NN,I-NP
24287,sentence 522,shall,MD,B-VP
24288,sentence 522,receive,VB,I-VP
24289,sentence 522,compensation,NN,O
24290,sentence 522,at,IN,O
24291,sentence 522,three,CD,O
24292,sentence 522,premium,JJ,B-NP
24293,sentence 522,level,NN,I-NP
24294,sentence 522,above,IN,O
24295,sentence 522,the,DT,B-NP
24296,sentence 522,appropriate,JJ,I-NP
24297,sentence 522,step,NN,I-NP
24298,sentence 522,on,IN,O
24299,sentence 522,the,DT,B-NP
24300,sentence 522,salary,NN,I-NP
24301,sentence 522,range,NN,I-NP
24302,sentence 522,for,IN,O
24303,sentence 522,their,PRP$,B-NP
24304,sentence 522,class,NN,I-NP
24305,sentence 522,while,IN,O
24306,sentence 522,so,RB,B-NP
24307,sentence 522,assigned,JJ,I-NP
24308,sentence 522,pensionable,JJ,I-NP
24309,sentence 522,f-2,NN,I-NP
24310,sentence 522,maintenance,NN,I-NP
24311,sentence 522,laborers,NN,I-NP
24312,sentence 522,regularly,RB,O
24313,sentence 522,assigned,VB,B-VP
24314,sentence 522,yard,NN,B-NP
24315,sentence 522,worker,NN,I-NP
24316,sentence 522,on,IN,O
24317,sentence 522,the,DT,B-NP
24318,sentence 522,day,NN,I-NP
24319,sentence 522,shift,NN,I-NP
24320,sentence 522,at,IN,O
24321,sentence 522,the,DT,B-NP
24322,sentence 522,refuse,NN,I-NP
24323,sentence 522,collection,NN,I-NP
24324,sentence 522,service,NN,I-NP
24325,sentence 522,yard,NN,I-NP
24326,sentence 522,shall,MD,B-VP
24327,sentence 522,receive,VB,I-VP
24328,sentence 522,in,IN,I-VP
24329,sentence 522,addition,NN,O
24330,sentence 522,to,TO,O
24331,sentence 522,their,PRP$,O
24332,sentence 522,regular,JJ,O
24333,sentence 522,and,CC,O
24334,sentence 522,premium,JJ,B-NP
24335,sentence 522,compensation,NN,I-NP
24336,sentence 522,one,CD,O
24337,sentence 522,dollar,NN,O
24338,sentence 522,and,CC,O
24339,sentence 522,sixty,CD,O
24340,sentence 522,cent,NN,O
24341,sentence 522,$,$,B-NUM
24342,sentence 522,1.6,CD,I-NUM
24343,sentence 522,per,IN,I-NUM
24344,sentence 522,work,NN,B-NP
24345,sentence 522,shift,NN,I-NP
24346,sentence 522,or,CC,O
24347,sentence 522,sixteen,CD,O
24348,sentence 522,dollar,NN,O
24349,sentence 522,$,$,B-NUM
24350,sentence 522,16,CD,I-NUM
24351,sentence 522,biweekly,JJ,O
24352,sentence 522,while,IN,O
24353,sentence 522,so,RB,O
24354,sentence 522,assigned,JJ,O
24355,sentence 522,pensionable,JJ,O
24356,sentence 522,when,WRB,O
24357,sentence 522,regularly,RB,O
24358,sentence 522,assigned,VB,B-VP
24359,sentence 522,non-pensionable,JJ,I-VP
24360,sentence 522,when,WRB,O
24361,sentence 522,assigned,VB,B-VP
24362,sentence 522,on,IN,I-VP
24363,sentence 522,daily,JJ,B-NP
24364,sentence 522,basis,NN,I-NP
24365,sentence 522,f-3,NN,I-NP
24366,sentence 522,whenever,WRB,O
24367,sentence 522,an,DT,B-NP
24368,sentence 522,employee,NN,I-NP
24369,sentence 522,in,IN,O
24370,sentence 522,the,DT,B-NP
24371,sentence 522,classification,NN,I-NP
24372,sentence 522,of,IN,O
24373,sentence 522,wastewater,NN,B-NP
24374,sentence 522,collection,NN,I-NP
24375,sentence 522,worker,NN,I-NP
24376,sentence 522,ii,NN,I-NP
24377,sentence 522,code,NN,I-NP
24378,sentence 522,4110-2,CD,O
24379,sentence 522,is,VB,B-VP
24380,sentence 522,assigned,VB,I-VP
24381,sentence 522,for,IN,I-VP
24382,sentence 522,more,RB,O
24383,sentence 522,than,IN,O
24384,sentence 522,four,CD,O
24385,sentence 522,hour,NN,O
24386,sentence 522,in,IN,O
24387,sentence 522,work,NN,B-NP
24388,sentence 522,shift,NN,I-NP
24389,sentence 522,to,TO,O
24390,sentence 522,supervise,VB,B-VP
24391,sentence 522,wastewater,NN,B-NP
24392,sentence 522,collection,NN,I-NP
24393,sentence 522,construction,NN,I-NP
24394,sentence 522,crew,NN,I-NP
24395,sentence 522,which,WDT,O
24396,sentence 522,is,VB,B-VP
24397,sentence 522,assigned,VB,I-VP
24398,sentence 522,to,TO,I-VP
24399,sentence 522,heavy,JJ,B-NP
24400,sentence 522,construction,NN,I-NP
24401,sentence 522,work,NN,I-NP
24402,sentence 522,that,WDT,O
24403,sentence 522,employee,NN,O
24404,sentence 522,shall,MD,B-VP
24405,sentence 522,receive,VB,I-VP
24406,sentence 522,in,IN,I-VP
24407,sentence 522,addition,NN,O
24408,sentence 522,to,TO,O
24409,sentence 522,his/her,PRP$,O
24410,sentence 522,regular,JJ,O
24411,sentence 522,and,CC,O
24412,sentence 522,premium,JJ,B-NP
24413,sentence 522,compensation,NN,I-NP
24414,sentence 522,two,CD,O
24415,sentence 522,dollar,NN,O
24416,sentence 522,and,CC,O
24417,sentence 522,forty,CD,O
24418,sentence 522,cent,NN,O
24419,sentence 522,$,$,B-NUM
24420,sentence 522,2.4,CD,I-NUM
24421,sentence 522,for,IN,I-NUM
24422,sentence 522,each,DT,B-NP
24423,sentence 522,shift,NN,I-NP
24424,sentence 522,so,RB,B-NP
24425,sentence 522,assigned,JJ,I-NP
24426,sentence 522,non-pensionable,JJ,I-NP
24427,sentence 522,f-4,NN,I-NP
24428,sentence 522,whenever,WRB,O
24429,sentence 522,an,DT,B-NP
24430,sentence 522,employee,NN,I-NP
24431,sentence 522,in,IN,O
24432,sentence 522,the,DT,B-NP
24433,sentence 522,bureau,NN,I-NP
24434,sentence 522,of,IN,O
24435,sentence 522,sanitation,NN,B-NP
24436,sentence 522,wastewater,NN,I-NP
24437,sentence 522,collection,NN,I-NP
24438,sentence 522,division,NN,I-NP
24439,sentence 522,is,VB,B-VP
24440,sentence 522,assigned,VB,I-VP
24441,sentence 522,to,TO,I-VP
24442,sentence 522,heavy,JJ,B-NP
24443,sentence 522,construction,NN,I-NP
24444,sentence 522,work,NN,I-NP
24445,sentence 522,for,IN,O
24446,sentence 522,more,RB,O
24447,sentence 522,than,IN,O
24448,sentence 522,four,CD,O
24449,sentence 522,hour,NN,O
24450,sentence 522,in,IN,O
24451,sentence 522,work,NN,B-NP
24452,sentence 522,shift,NN,I-NP
24453,sentence 522,that,IN,O
24454,sentence 522,employee,NN,O
24455,sentence 522,shall,MD,B-VP
24456,sentence 522,receive,VB,I-VP
24457,sentence 522,in,IN,I-VP
24458,sentence 522,addition,NN,O
24459,sentence 522,to,TO,O
24460,sentence 522,his/her,PRP$,O
24461,sentence 522,regular,JJ,O
24462,sentence 522,and,CC,O
24463,sentence 522,premium,JJ,B-NP
24464,sentence 522,compensation,NN,I-NP
24465,sentence 522,two,CD,O
24466,sentence 522,dollar,NN,O
24467,sentence 522,and,CC,O
24468,sentence 522,forty,CD,O
24469,sentence 522,cent,NN,O
24470,sentence 522,$,$,B-NUM
24471,sentence 522,2.4,CD,I-NUM
24472,sentence 522,for,IN,I-NUM
24473,sentence 522,each,DT,B-NP
24474,sentence 522,work,NN,I-NP
24475,sentence 522,shift,NN,I-NP
24476,sentence 522,so,RB,B-NP
24477,sentence 522,assigned,JJ,I-NP
24478,sentence 522,non-pensionable,JJ,I-NP
24479,sentence 522,f-5,NN,I-NP
24480,sentence 522,whenever,WRB,O
24481,sentence 522,an,DT,B-NP
24482,sentence 522,employee,NN,I-NP
24483,sentence 522,in,IN,O
24484,sentence 522,the,DT,B-NP
24485,sentence 522,bureau,NN,I-NP
24486,sentence 522,of,IN,O
24487,sentence 522,sanitation,NN,O
24488,sentence 522,in,IN,O
24489,sentence 522,the,DT,B-NP
24490,sentence 522,class,NN,I-NP
24491,sentence 522,of,IN,O
24492,sentence 522,wastewater,NN,B-NP
24493,sentence 522,collection,NN,I-NP
24494,sentence 522,worker,NN,I-NP
24495,sentence 522,code,NN,I-NP
24496,sentence 522,4110-1,CD,O
24497,sentence 522,maintenance,NN,O
24498,sentence 522,and,CC,O
24499,sentence 522,construction,NN,B-NP
24500,sentence 522,helper,NN,I-NP
24501,sentence 522,code,NN,I-NP
24502,sentence 522,3115,CD,O
24503,sentence 522,or,CC,O
24504,sentence 522,maintenance,VB,B-VP
24505,sentence 522,laborer,NN,B-NP
24506,sentence 522,code,NN,I-NP
24507,sentence 522,3112,CD,O
24508,sentence 522,in,IN,O
24509,sentence 522,the,DT,B-NP
24510,sentence 522,wastewater,NN,I-NP
24511,sentence 522,collection,NN,I-NP
24512,sentence 522,systems,NN,I-NP
24513,sentence 522,division,NN,I-NP
24514,sentence 522,or,CC,O
24515,sentence 522,an,DT,B-NP
24516,sentence 522,employee,NN,I-NP
24517,sentence 522,in,IN,O
24518,sentence 522,the,DT,B-NP
24519,sentence 522,class,NN,I-NP
24520,sentence 522,of,IN,O
24521,sentence 522,heavy,JJ,B-NP
24522,sentence 522,duty,NN,I-NP
24523,sentence 522,truck,NN,I-NP
24524,sentence 522,operator,NN,I-NP
24525,sentence 522,code,NN,I-NP
24526,sentence 522,3584,CD,O
24527,sentence 522,in,IN,O
24528,sentence 522,the,DT,B-NP
24529,sentence 522,wastewater,NN,I-NP
24530,sentence 522,treatment,NN,I-NP
24531,sentence 522,division,NN,I-NP
24532,sentence 522,is,VB,B-VP
24533,sentence 522,assigned,VB,I-VP
24534,sentence 522,to,TO,I-VP
24535,sentence 522,operate,VB,I-VP
24536,sentence 522,skip,JJ,B-NP
24537,sentence 522,loader,NN,I-NP
24538,sentence 522,and/or,CC,O
24539,sentence 522,backhoe,NN,O
24540,sentence 522,more,RB,O
24541,sentence 522,than,IN,O
24542,sentence 522,fifty,CD,O
24543,sentence 522,percent,NN,O
24544,sentence 522,50,CD,B-NUM
24545,sentence 522,%,%,I-NUM
24546,sentence 522,of,IN,I-NUM
24547,sentence 522,work,NN,B-NP
24548,sentence 522,shift,NN,I-NP
24549,sentence 522,such,JJ,B-NP
24550,sentence 522,employee,NN,I-NP
24551,sentence 522,shall,MD,B-VP
24552,sentence 522,receive,VB,I-VP
24553,sentence 522,compensation,NN,O
24554,sentence 522,at,IN,O
24555,sentence 522,the,DT,B-NP
24556,sentence 522,second,JJ,I-NP
24557,sentence 522,premium,JJ,I-NP
24558,sentence 522,level,NN,I-NP
24559,sentence 522,above,IN,O
24560,sentence 522,the,DT,B-NP
24561,sentence 522,appropriate,JJ,I-NP
24562,sentence 522,step,NN,I-NP
